    htccBigGasVolume  |                root  |volume containing cherenkov gas  |                                             0 0 0  |                                   0 0 0  |ee99ff5   |            Polycone  |0*deg 360*deg 4*counts 0*mm 15.8*mm 91.5*mm 150*mm 1742*mm 2300*mm 2300*mm 1589*mm -275*mm 181*mm 1046*mm 1740*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
   Barrel_sect5half1  |                htcc  |Barrel defining mirror back surface  |                                             0 0 0  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |            Polycone  |0.0*deg 360.0*deg 21*counts 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 0*mm 1435.3392*mm 1461.162*mm 1483.4626*mm 1502.4172*mm 1518.1665*mm 1530.8215*mm 1540.4676*mm 1547.168*mm 1550.9654*mm 1551.8836*mm 1549.9283*mm 1545.0874*mm 1537.3303*mm 1526.6071*mm 1512.8469*mm 1495.9556*mm 1475.8119*mm 1452.2631*mm 1425.1181*mm 1394.1386*mm 1359.0258*mm 360.01139*mm 423.09863*mm 486.18587*mm 549.27312*mm 612.36036*mm 675.4476*mm 738.53484*mm 801.62208*mm 864.70932*mm 927.79656*mm 990.8838*mm 1053.971*mm 1117.0583*mm 1180.1455*mm 1243.2328*mm 1306.32*mm 1369.4073*mm 1432.4945*mm 1495.5817*mm 1558.669*mm 1621.7562*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
   phicut_sect5half1  |                htcc  |           Half-sector phi cut  |                                 0*mm 0*mm 1500*mm  |                                   0 0 0  | 999999   |                Tube  |0.0*mm 1500.0*mm 500.0*mm   0.5235987756*rad   0.5225987756*rad  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
Mirror_sect5mirr0half1  |                htcc  |Ellipsoid defining mirror surface  |        570.2921903*mm 570.2921903*mm -31.02335*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.609243305*rad  | 999999   |           Ellipsoid  |               1728.673*mm 1728.673*mm 1907.810*mm 0*mm 0*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
BarrelEllipseCut_sect5mirr0half1  |                htcc  |subtraction of barrel and ellipse  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ Barrel_sect5half1 - Mirror_sect5mirr0half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
Boxcut12_sect5mirr0half1  |                htcc  |Box defining dividing plane 1/2  |     302.2993682*mm -38.84956905*mm 978.1545571*mm  |ordered: yzx 0*rad   0.7853995301*rad   0.7951867457*rad  | 999999   |                 Box  |                                     1000*mm 1000*mm 1000*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
MirrorBoxCut_sect5mirr0half1  |                htcc  |subtraction of box and (barrel - ellipse)  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ BarrelEllipseCut_sect5mirr0half1 - Boxcut12_sect5mirr0half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
MirrorCylinderCut_sect5mirr0half1  |                htcc  |subtraction of cylinder and (box - (barrel - ellipse))  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ MirrorBoxCut_sect5mirr0half1 - HTCC_OuterCutCylinder  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
  mirror_4_sector2_1  |                htcc  |   htcc mirror 4, sector2 left  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 80ff80   |Operation:@ MirrorCylinderCut_sect5mirr0half1 * phicut_sect5half1  |                                                           0  |          rohacell31  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: htcc_AlMgF2  |              mirror  |                          id manual 5010 
Mirror_sect5mirr1half1  |                htcc  |Ellipsoid defining mirror surface  |           632.398086*mm 632.398086*mm 81.66635*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.479734815*rad  | 999999   |           Ellipsoid  |               1612.998*mm 1612.998*mm 1846.155*mm 0*mm 0*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
BarrelEllipseCut_sect5mirr1half1  |                htcc  |subtraction of barrel and ellipse  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ Barrel_sect5half1 - Mirror_sect5mirr1half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
Boxcut_up_sect5mirr1half1  |                htcc  |               upper plane cut  |       1312.041266*mm 970.889569*mm 2378.357443*mm  |ordered: yzx 0*rad   0.7853995301*rad   0.7951867457*rad  | 999999   |                 Box  |                                     1000*mm 1000*mm 1000*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
Boxcut_down_sect5mirr1half1  |                htcc  |               lower plane cut  |     173.6566569*mm -60.86241432*mm 821.4432351*mm  |ordered: yzx 0*rad   0.7853971947*rad   0.5693996995*rad  | 999999   |                 Box  |                                     1000*mm 1000*mm 1000*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
MirrorBoxCut_up_sect5mirr1half1  |                htcc  |subtraction of upper box from (barrel - ellipse)  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ BarrelEllipseCut_sect5mirr1half1 - Boxcut_up_sect5mirr1half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
MirrorBoxCut_down_sect5mirr1half1  |                htcc  |subtraction of lower box from (barrel - ellipse - upper box)  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ MirrorBoxCut_up_sect5mirr1half1 - Boxcut_down_sect5mirr1half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
  mirror_3_sector2_1  |                htcc  |   htcc mirror 3, sector2 left  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | f0f0f0   |Operation:@ MirrorBoxCut_down_sect5mirr1half1 * phicut_sect5half1  |                                                           0  |          rohacell31  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: htcc_AlMgF2  |              mirror  |                          id manual 5011 
Mirror_sect5mirr2half1  |                htcc  |Ellipsoid defining mirror surface  |        672.6023744*mm 672.6023744*mm 212.74075*mm  |ordered: yzx 0*rad   0.7853981634*rad     1.35076309*rad  | 999999   |           Ellipsoid  |               1497.604*mm 1497.604*mm 1786.859*mm 0*mm 0*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
BarrelEllipseCut_sect5mirr2half1  |                htcc  |subtraction of barrel and ellipse  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ Barrel_sect5half1 - Mirror_sect5mirr2half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
Boxcut_up_sect5mirr2half1  |                htcc  |               upper plane cut  |      936.0960084*mm 701.5784143*mm 2505.792765*mm  |ordered: yzx 0*rad   0.7853971947*rad   0.5693996995*rad  | 999999   |                 Box  |                                     1000*mm 1000*mm 1000*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
Boxcut_down_sect5mirr2half1  |                htcc  |               lower plane cut  |     81.10705918*mm -54.55292513*mm 652.2335457*mm  |ordered: yzx 0*rad   0.7853981865*rad   0.3460923731*rad  | 999999   |                 Box  |                                     1000*mm 1000*mm 1000*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
MirrorBoxCut_up_sect5mirr2half1  |                htcc  |subtraction of upper box from (barrel - ellipse)  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ BarrelEllipseCut_sect5mirr2half1 - Boxcut_up_sect5mirr2half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
MirrorBoxCut_down_sect5mirr2half1  |                htcc  |subtraction of lower box from (barrel - ellipse - upper box)  |                                    0*mm 0*mm 0*mm  |ordered: yzx 0*rad   0.7853981634*rad    1.392074611*rad  | 999999   |Operation:@ MirrorBoxCut_up_sect5mirr2half1 - Boxcut_down_sect5mirr2half1  |                                                           0  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
